"","mean","sd","median","lower2.5","upper97.5","diff"
"cum.weight[38,2,1]",0.78451,0.04372,0.78749,0.69102,0.86121,1
"cum.weight[39,2,1]",0.79482,0.04075,0.7974,0.70623,0.86715,1
"cum.weight[40,2,1]",0.80479,0.03841,0.80754,0.72215,0.87299,1
"cum.weight[41,2,1]",0.81417,0.03917,0.81671,0.72899,0.88418,1
"cum.weight[42,2,1]",0.8237,0.03837,0.82629,0.74094,0.89073,1
"cum.weight[43,2,1]",0.83318,0.0354,0.83538,0.75686,0.89615,1
"cum.weight[44,2,1]",0.84336,0.03379,0.84554,0.77153,0.90338,1
"cum.weight[45,2,1]",0.85372,0.03238,0.8557,0.78524,0.91138,1
"cum.weight[46,2,1]",0.86332,0.03118,0.86492,0.7977,0.91836,1
"cum.weight[47,2,1]",0.8733,0.02979,0.87498,0.81006,0.92651,1
"cum.weight[48,2,1]",0.8836,0.02832,0.88547,0.82323,0.93382,1
"cum.weight[49,2,1]",0.8936,0.02771,0.89576,0.83368,0.94149,1
"cum.weight[50,2,1]",0.90267,0.02718,0.90509,0.84279,0.94861,1
"cum.weight[51,2,1]",0.91298,0.02583,0.91535,0.85566,0.95675,1
"cum.weight[52,2,1]",0.92296,0.02488,0.92559,0.8671,0.96419,1
"cum.weight[53,2,1]",0.93229,0.02489,0.93534,0.87572,0.97196,1
"cum.weight[54,2,1]",0.94133,0.02375,0.94461,0.88596,0.97828,1
"cum.weight[55,2,1]",0.95081,0.02205,0.95423,0.89934,0.98374,1
"cum.weight[56,2,1]",0.96006,0.02033,0.96351,0.91068,0.98922,1
"cum.weight[57,2,1]",0.97031,0.01724,0.97362,0.92779,0.99377,1
"cum.weight[58,2,1]",0.98018,0.01411,0.9834,0.94489,0.99755,1
"cum.weight[59,2,1]",0.99008,0.00982,0.99313,0.9639,0.99972,1
"cum.weight[60,2,1]",1,0,1,1,1,1
"cum.weight[1,1,2]",0,0,0,0,0,0.5
"cum.weight[2,1,2]",0,0,0,0,0,0.5
"cum.weight[3,1,2]",0,0,0,0,0,0.5
"cum.weight[4,1,2]",0.04009,0.01344,0.03912,0.01555,0.06844,1
"cum.weight[5,1,2]",0.05409,0.01437,0.05368,0.02723,0.08393,1
"cum.weight[6,1,2]",0.07934,0.01312,0.07939,0.05294,0.10453,1
"cum.weight[7,1,2]",0.0856,0.01398,0.08557,0.05763,0.11299,1
"cum.weight[8,1,2]",0.1051,0.01945,0.10424,0.06938,0.14629,1
"cum.weight[9,1,2]",0.12448,0.0231,0.12386,0.08126,0.17137,1
"cum.weight[10,1,2]",0.14384,0.02771,0.14234,0.09437,0.20225,1
"cum.weight[11,1,2]",0.20504,0.03922,0.20398,0.13235,0.28403,1
"cum.weight[12,1,2]",0.21889,0.04016,0.21786,0.14454,0.2999,1
"cum.weight[13,1,2]",0.25226,0.04287,0.25215,0.16974,0.33759,1
"cum.weight[14,1,2]",0.25918,0.0431,0.25909,0.17591,0.34526,1
"cum.weight[15,1,2]",0.2656,0.04333,0.26534,0.18163,0.35215,1
"cum.weight[16,1,2]",0.30569,0.04339,0.30522,0.22238,0.39258,1
"cum.weight[17,1,2]",0.30905,0.04338,0.30884,0.22554,0.39561,1
"cum.weight[18,1,2]",0.3343,0.04634,0.33465,0.24408,0.42532,1
"cum.weight[19,1,2]",0.35063,0.04722,0.3508,0.25978,0.44445,1
"cum.weight[20,1,2]",0.37545,0.04697,0.37462,0.28585,0.46894,1
"cum.weight[21,1,2]",0.39156,0.04626,0.39046,0.30481,0.48448,1
"cum.weight[22,1,2]",0.40666,0.04686,0.40586,0.31771,0.5006,1
"cum.weight[23,1,2]",0.4608,0.04775,0.46093,0.36638,0.55338,1
"cum.weight[24,1,2]",0.47443,0.04793,0.47435,0.38055,0.5681,1
"cum.weight[25,1,2]",0.51661,0.04235,0.51747,0.43075,0.59555,1
"cum.weight[26,1,2]",0.52007,0.04245,0.52118,0.43346,0.59904,1
"cum.weight[27,1,2]",0.52328,0.04266,0.52434,0.43674,0.60282,1
"cum.weight[28,1,2]",0.57026,0.04387,0.57094,0.48246,0.65422,1
"cum.weight[29,1,2]",0.57194,0.04378,0.57262,0.48468,0.65555,1
"cum.weight[30,1,2]",0.57768,0.04341,0.57843,0.49013,0.65993,1
"cum.weight[31,1,2]",0.58584,0.04384,0.58676,0.49677,0.66875,1
"cum.weight[32,1,2]",0.59033,0.04372,0.59112,0.50179,0.67261,1
"cum.weight[33,1,2]",0.6052,0.04427,0.60558,0.5164,0.68822,1
"cum.weight[34,1,2]",0.61454,0.04387,0.61494,0.52692,0.69696,1
"cum.weight[35,1,2]",0.62965,0.04213,0.63065,0.54466,0.70899,1
"cum.weight[36,1,2]",0.63762,0.04122,0.63883,0.55408,0.71509,1
"cum.weight[37,1,2]",0.66575,0.039,0.66793,0.58374,0.73576,1
"cum.weight[38,1,2]",0.66805,0.03904,0.6703,0.58612,0.73811,1
"cum.weight[39,1,2]",0.67523,0.03732,0.6775,0.59715,0.74265,1
"cum.weight[40,1,2]",0.70655,0.04152,0.70808,0.62065,0.78344,1
"cum.weight[41,1,2]",0.70767,0.04141,0.70925,0.62207,0.78439,1
"cum.weight[42,1,2]",0.7115,0.04132,0.71342,0.62561,0.78753,1
"cum.weight[43,1,2]",0.74571,0.03513,0.74752,0.67068,0.80868,1
"cum.weight[44,1,2]",0.75846,0.03686,0.75991,0.68161,0.82512,1
"cum.weight[45,1,2]",0.7699,0.03481,0.77159,0.69619,0.8328,1
"cum.weight[46,1,2]",0.77966,0.03339,0.78099,0.70906,0.83968,1
"cum.weight[47,1,2]",0.7872,0.03288,0.78847,0.71828,0.84589,1
"cum.weight[48,1,2]",0.80248,0.03087,0.80384,0.73662,0.85831,1
"cum.weight[49,1,2]",0.8306,0.02985,0.83336,0.76435,0.88084,1
"cum.weight[50,1,2]",0.84172,0.02936,0.84469,0.77547,0.89101,1
"cum.weight[51,1,2]",0.8489,0.028,0.85154,0.78722,0.89604,1
"cum.weight[52,1,2]",0.88022,0.03405,0.88191,0.80846,0.93886,1
"cum.weight[53,1,2]",0.89358,0.03594,0.89485,0.81958,0.95579,1
"cum.weight[54,1,2]",0.89825,0.03548,0.89957,0.82526,0.95961,1
"cum.weight[55,1,2]",0.93246,0.03027,0.93491,0.86706,0.98131,1
"cum.weight[56,1,2]",0.93455,0.03016,0.93691,0.86954,0.98314,1
"cum.weight[57,1,2]",0.96892,0.01836,0.97246,0.92365,0.99404,1
"cum.weight[58,1,2]",0.97467,0.01745,0.97851,0.9303,0.99694,1
"cum.weight[59,1,2]",0.99004,0.00954,0.99282,0.96438,0.99974,1
"cum.weight[60,1,2]",1,0,1,1,1,1
"cum.weight[1,2,2]",0,0,0,0,0,0.5
"cum.weight[2,2,2]",0,0,0,0,0,0.5
"cum.weight[3,2,2]",0,0,0,0,0,0.5
"cum.weight[4,2,2]",0.01405,0.01398,0.00966,0.00037,0.05175,1
"cum.weight[5,2,2]",0.02579,0.01798,0.02146,0.00336,0.07232,1
"cum.weight[6,2,2]",0.04151,0.02742,0.03442,0.00715,0.10848,1
"cum.weight[7,2,2]",0.09421,0.06363,0.07279,0.01615,0.22664,1
"cum.weight[8,2,2]",0.19713,0.05362,0.19745,0.0866,0.30392,1
"cum.weight[9,2,2]",0.21233,0.05398,0.21326,0.09994,0.31716,1
"cum.weight[10,2,2]",0.23235,0.05621,0.23404,0.11856,0.33512,1
"cum.weight[11,2,2]",0.25615,0.07008,0.25154,0.12637,0.39812,1
"cum.weight[12,2,2]",0.2697,0.06877,0.26649,0.14131,0.40881,1
"cum.weight[13,2,2]",0.28371,0.0653,0.28144,0.16124,0.41416,1
"cum.weight[14,2,2]",0.30893,0.08116,0.2999,0.16588,0.46697,1
"cum.weight[15,2,2]",0.32167,0.07956,0.31437,0.181,0.47614,1
"cum.weight[16,2,2]",0.33572,0.07814,0.3304,0.19203,0.48516,1
"cum.weight[17,2,2]",0.35885,0.07182,0.35712,0.22252,0.49557,1
"cum.weight[18,2,2]",0.37457,0.07205,0.37498,0.23439,0.51081,1
"cum.weight[19,2,2]",0.39523,0.07152,0.39781,0.24997,0.52418,1
"cum.weight[20,2,2]",0.41211,0.07303,0.41326,0.26207,0.54031,1
"cum.weight[21,2,2]",0.43549,0.0719,0.43791,0.28928,0.5625,1
"cum.weight[22,2,2]",0.45241,0.06659,0.45521,0.31542,0.56957,1
"cum.weight[23,2,2]",0.46797,0.07129,0.46837,0.32421,0.59549,1
"cum.weight[24,2,2]",0.47968,0.07066,0.48012,0.33834,0.60586,1
"cum.weight[25,2,2]",0.48451,0.06996,0.48427,0.34379,0.60923,1
"cum.weight[26,2,2]",0.49711,0.07747,0.49413,0.34687,0.63989,1
"cum.weight[27,2,2]",0.50349,0.07703,0.50076,0.35345,0.64519,1
"cum.weight[28,2,2]",0.52134,0.08521,0.51925,0.35711,0.66472,1
"cum.weight[29,2,2]",0.53291,0.08278,0.53603,0.36696,0.67124,1
"cum.weight[30,2,2]",0.6186,0.0549,0.62242,0.50226,0.71382,1
"cum.weight[31,2,2]",0.62893,0.05887,0.63065,0.50814,0.73387,1
"cum.weight[32,2,2]",0.64047,0.05866,0.64383,0.51875,0.74245,1
"cum.weight[33,2,2]",0.65109,0.05845,0.65502,0.5283,0.75207,1
"cum.weight[34,2,2]",0.67303,0.05408,0.67458,0.56686,0.77203,1
"cum.weight[35,2,2]",0.68504,0.0526,0.68761,0.57989,0.78093,1
"cum.weight[36,2,2]",0.71519,0.05719,0.72236,0.58914,0.80693,1
"cum.weight[37,2,2]",0.71841,0.05656,0.72535,0.59248,0.80931,1
"cum.weight[38,2,2]",0.72681,0.06172,0.733,0.59393,0.82963,1
"cum.weight[39,2,2]",0.73488,0.0593,0.74056,0.60607,0.83352,1
"cum.weight[40,2,2]",0.74678,0.0659,0.75252,0.60871,0.84944,1
"cum.weight[41,2,2]",0.75449,0.06509,0.76412,0.61571,0.85278,1
"cum.weight[42,2,2]",0.81162,0.05768,0.81943,0.68985,0.90328,1
"cum.weight[43,2,2]",0.82041,0.05687,0.83121,0.69854,0.90745,1
"cum.weight[44,2,2]",0.82825,0.05709,0.8426,0.70523,0.91144,1
"cum.weight[45,2,2]",0.83635,0.05724,0.85381,0.71282,0.91561,1
"cum.weight[46,2,2]",0.84306,0.05536,0.85919,0.72203,0.92154,1
"cum.weight[47,2,2]",0.8591,0.0464,0.8668,0.75585,0.93107,1
"cum.weight[48,2,2]",0.8908,0.03407,0.88836,0.82555,0.9511,1
"cum.weight[49,2,2]",0.89401,0.03377,0.89207,0.82919,0.9532,1
"cum.weight[50,2,2]",0.89868,0.03387,0.8965,0.83483,0.95801,1
"cum.weight[51,2,2]",0.90675,0.03345,0.90468,0.84548,0.96455,1
"cum.weight[52,2,2]",0.91865,0.02925,0.91982,0.85517,0.96753,1
"cum.weight[53,2,2]",0.92334,0.02987,0.92366,0.85977,0.97348,1
"cum.weight[54,2,2]",0.92725,0.02999,0.92766,0.86381,0.9771,1
"cum.weight[55,2,2]",0.93604,0.02847,0.93758,0.87245,0.98229,1
"cum.weight[56,2,2]",0.9536,0.03308,0.96374,0.87457,0.99242,1
"cum.weight[57,2,2]",0.9636,0.02977,0.97389,0.89009,0.99563,1
"cum.weight[58,2,2]",0.97792,0.01817,0.9839,0.93032,0.99783,1
"cum.weight[59,2,2]",0.98516,0.01569,0.99127,0.94296,0.99972,1
"cum.weight[60,2,2]",1,0,1,1,1,1
"deviance",3555.65573,29.20247,3549.73892,3509.15224,3613.87129,1
"mu.a[1,1]",0.69,0.01414,0.68926,0.66491,0.71913,1
"mu.a[2,1]",-0.00111,0.00239,-0.00093,-0.00656,0.00311,0
"mu.a[3,1]",0.01043,0.01337,0.00969,-0.01479,0.03839,0
"mu.a[4,1]",-0.00191,0.00235,-0.00186,-0.00741,0.00242,0
"mu.a[5,1]",0.73457,0.03946,0.73595,0.65441,0.8089,1
"mu.a[6,1]",-0.30546,98.85177,-0.53288,-192.83777,194.29541,0
"mu.a[1,2]",0.67945,0.03876,0.67532,0.60392,0.77011,1
"mu.a[2,2]",0.02799,0.05823,-0.00042,-0.01007,0.18389,0
"mu.a[3,2]",8e-04,0.01069,0.00073,-0.01905,0.02173,0
"mu.a[4,2]",-0.00313,0.0117,-0.00387,-0.02534,0.01941,0
"mu.a[5,2]",0.70384,0.08497,0.70369,0.53653,0.87389,1
"mu.a[6,2]",1.02166,99.09087,0.19159,-190.69572,196.8261,0
"sig",0.3111,0.00268,0.31109,0.30585,0.31637,1
"sig.a[1,1]",0.00609,0.00479,0.00499,0.00032,0.01848,1
"sig.a[2,1]",0.00129,0.001,0.00104,9e-05,0.00387,1
"sig.a[3,1]",0.00585,0.00512,0.00444,0.00027,0.01894,1
"sig.a[4,1]",0.00125,0.00115,0.00094,1e-05,0.00426,1
"sig.a[5,1]",0.04546,0.03543,0.03766,0.00254,0.13229,1
"sig.a[6,1]",50.53775,28.89923,50.93386,2.41156,97.48027,1
"sig.a[1,2]",0.01046,0.00834,0.00856,0.00041,0.0319,1
"sig.a[2,2]",0.08377,0.12078,0.00333,0.00023,0.34229,1
"sig.a[3,2]",0.00724,0.0078,0.00399,0.00016,0.02757,1
"sig.a[4,2]",0.02833,0.0081,0.02709,0.01616,0.04767,1
"sig.a[5,2]",0.28085,0.06772,0.26923,0.18133,0.44401,1
"sig.a[6,2]",49.92388,29.08418,50.21256,2.28818,97.43644,1
"weight[1,1,1,1]",0.0301,0.02817,0.02172,0.00087,0.10446,1
"weight[2,1,1,1]",0.02897,0.0275,0.02064,0.00078,0.10197,1
"weight[3,1,1,1]",0.02925,0.02784,0.02104,0.00074,0.10183,1
"weight[4,1,1,1]",0.0275,0.02643,0.01952,0.00069,0.09809,1
"weight[5,1,1,1]",0.02828,0.0264,0.02062,0.00081,0.09939,1
"weight[6,1,1,1]",0.02799,0.02551,0.02079,0.00079,0.09405,1
"weight[7,1,1,1]",0.02414,0.02019,0.01934,0.00086,0.07464,1
"weight[8,1,1,1]",0.03026,0.02503,0.02417,0.00099,0.09292,1
"weight[9,1,1,1]",0.02654,0.02275,0.02073,0.00075,0.08373,1
"weight[10,1,1,1]",0,0,0,0,0,0.5
"weight[11,1,1,1]",0,0,0,0,0,0.5
"weight[12,1,1,1]",0,0,0,0,0,0.5
"weight[1,2,1,1]",0.03,0.02869,0.0213,0.00072,0.1071,1
"weight[2,2,1,1]",0.03028,0.0286,0.02204,8e-04,0.10582,1
"weight[3,2,1,1]",0.02915,0.02776,0.02077,0.00078,0.10238,1
"weight[4,2,1,1]",0.02917,0.02709,0.02131,0.00081,0.10068,1
"weight[5,2,1,1]",0.02776,0.02621,0.02016,0.00075,0.09813,1
"weight[6,2,1,1]",0.02634,0.0236,0.01971,0.00076,0.08787,1
"weight[7,2,1,1]",0.02414,0.02019,0.01934,0.00086,0.07464,1
"weight[8,2,1,1]",0.02722,0.02221,0.02179,0.00098,0.08121,1
"weight[9,2,1,1]",0.02654,0.02275,0.02073,0.00075,0.08373,1
"weight[10,2,1,1]",0.0293,0.02743,0.02147,0.00079,0.10202,1
"weight[11,2,1,1]",0.02977,0.0274,0.02198,0.00086,0.10158,1
"weight[12,2,1,1]",0.02902,0.02727,0.02084,0.00085,0.10278,1
"weight[1,3,1,1]",0.01569,0.01579,0.0108,0.00038,0.05823,1
"weight[2,3,1,1]",0.01449,0.0143,0.01012,0.00038,0.05232,1
"weight[3,3,1,1]",0.01531,0.015,0.01076,0.00038,0.05484,1
"weight[4,3,1,1]",0.01461,0.01447,0.01016,0.00037,0.05259,1
"weight[5,3,1,1]",0.01491,0.01479,0.01041,4e-04,0.05455,1
"weight[6,3,1,1]",0.01317,0.0118,0.00986,0.00038,0.04393,1
"weight[7,3,1,1]",0.01439,0.01346,0.01049,4e-04,0.0495,1
"weight[8,3,1,1]",0.01361,0.0111,0.01089,0.00049,0.0406,1
"weight[9,3,1,1]",0.01355,0.01296,0.00964,0.00037,0.04782,1
"weight[10,3,1,1]",0.01465,0.01371,0.01074,4e-04,0.05101,1
"weight[11,3,1,1]",0.01488,0.0137,0.01099,0.00043,0.05079,1
"weight[12,3,1,1]",0.01505,0.01389,0.01111,0.00039,0.05153,1
"weight[1,4,1,1]",0.00997,0.0102,0.00677,0.00024,0.03711,1
"weight[2,4,1,1]",0.01029,0.01028,0.00727,0.00026,0.03735,1
"weight[3,4,1,1]",0.01014,0.00987,0.00714,0.00029,0.03652,1
"weight[4,4,1,1]",0.00963,0.00977,0.00661,0.00024,0.03597,1
"weight[5,4,1,1]",0.00983,0.00993,0.00674,0.00023,0.03658,1
"weight[6,4,1,1]",0.00985,0.00942,0.00706,0.00027,0.03485,1
"weight[7,4,1,1]",0.00959,0.00897,0.00699,0.00027,0.033,1
"weight[8,4,1,1]",0.00907,0.0074,0.00726,0.00033,0.02707,1
"weight[9,4,1,1]",0.00903,0.00864,0.00643,0.00024,0.03188,1
"weight[10,4,1,1]",0.00983,0.0096,0.00698,0.00028,0.03465,1
"weight[11,4,1,1]",0.00992,0.00913,0.00733,0.00029,0.03386,1
"weight[12,4,1,1]",0.01003,0.00926,0.0074,0.00026,0.03435,1
"weight[1,5,1,1]",0.00996,0.01003,0.00688,0.00024,0.03735,1
"weight[2,5,1,1]",0.01019,0.01037,0.00698,0.00027,0.03752,1
"weight[3,5,1,1]",0.00971,0.00977,0.00674,0.00025,0.03597,1
"weight[4,5,1,1]",0.01023,0.01009,0.00714,0.00028,0.03765,1
"weight[5,5,1,1]",0.00933,0.0085,0.00693,0.00026,0.03135,1
"weight[6,5,1,1]",0.00985,0.00942,0.00706,0.00027,0.03485,1
"weight[7,5,1,1]",0.01009,0.00834,0.00806,0.00033,0.03097,1
"weight[8,5,1,1]",0.00885,0.00758,0.00691,0.00025,0.02791,1
"weight[9,5,1,1]",0.00903,0.00864,0.00643,0.00024,0.03188,1
"weight[10,5,1,1]",0.00983,0.0096,0.00698,0.00028,0.03465,1
"weight[11,5,1,1]",0.00967,0.00909,0.00695,0.00028,0.03426,1
"weight[12,5,1,1]",0.01003,0.00926,0.0074,0.00026,0.03435,1
"weight[1,1,2,1]",0.02831,0.02508,0.02141,0.00088,0.09338,1
"weight[2,1,2,1]",0.02841,0.02508,0.02152,0.00077,0.09442,1
"weight[3,1,2,1]",0.02757,0.02558,0.02042,0.00073,0.09356,1
"weight[4,1,2,1]",0.02931,0.02805,0.02095,0.00071,0.10399,1
"weight[5,1,2,1]",0.03032,0.02897,0.02155,0.00078,0.10637,1
"weight[6,1,2,1]",0.02776,0.02593,0.02025,0.00071,0.09534,1
"weight[7,1,2,1]",0.02389,0.02011,0.01887,0.00081,0.07399,1
"weight[8,1,2,1]",0.02712,0.02567,0.01942,0.00079,0.09506,1
"weight[9,1,2,1]",0.028,0.02391,0.02167,8e-04,0.08777,1
"weight[10,1,2,1]",0,0,0,0,0,0.5
"weight[11,1,2,1]",0,0,0,0,0,0.5
"weight[12,1,2,1]",0,0,0,0,0,0.5
"weight[1,2,2,1]",0.02996,0.02636,0.02252,0.00082,0.09677,1
"weight[2,2,2,1]",0.02731,0.0248,0.02004,0.00083,0.09065,1
"weight[3,2,2,1]",0.02734,0.02495,0.02022,0.00078,0.09321,1
"weight[4,2,2,1]",0.03005,0.02802,0.02157,0.00081,0.10472,1
"weight[5,2,2,1]",0.02971,0.02781,0.02134,0.00081,0.10348,1
"weight[6,2,2,1]",0.02911,0.02648,0.0215,0.00086,0.09844,1
"weight[7,2,2,1]",0.02389,0.02011,0.01887,0.00081,0.07399,1
"weight[8,2,2,1]",0.02812,0.02423,0.02161,0.00086,0.08732,1
"weight[9,2,2,1]",0.028,0.02391,0.02167,8e-04,0.08777,1
"weight[10,2,2,1]",0.02924,0.02769,0.02095,0.00076,0.10426,1
"weight[11,2,2,1]",0.02839,0.02448,0.02178,0.00089,0.0912,1
"weight[12,2,2,1]",0.02721,0.02381,0.02079,0.00085,0.08861,1
"weight[1,3,2,1]",0.01501,0.01429,0.01059,0.00044,0.05326,1
"weight[2,3,2,1]",0.01504,0.01456,0.01063,0.00043,0.05373,1
"weight[3,3,2,1]",0.01432,0.01435,0.0098,0.00035,0.05319,1
"weight[4,3,2,1]",0.01514,0.01498,0.01062,4e-04,0.05457,1
"weight[5,3,2,1]",0.01486,0.01473,0.01027,0.00038,0.05402,1
"weight[6,3,2,1]",0.01455,0.01324,0.01075,0.00043,0.04922,1
"weight[7,3,2,1]",0.0143,0.0138,0.0102,0.00033,0.05128,1
"weight[8,3,2,1]",0.01406,0.01211,0.0108,0.00043,0.04366,1
"weight[9,3,2,1]",0.01496,0.01441,0.01068,0.00038,0.05318,1
"weight[10,3,2,1]",0.01462,0.01384,0.01048,0.00038,0.05213,1
"weight[11,3,2,1]",0.01419,0.01224,0.01089,0.00044,0.0456,1
"weight[12,3,2,1]",0.01499,0.01296,0.01158,0.00044,0.04849,1
"weight[1,4,2,1]",0.0103,0.01006,0.00718,0.00025,0.037,1
"weight[2,4,2,1]",0.00999,0.01014,0.00671,0.00025,0.03684,1
"weight[3,4,2,1]",0.0096,0.00956,0.00672,0.00024,0.03434,1
"weight[4,4,2,1]",0.01035,0.01052,0.00709,0.00026,0.03906,1
"weight[5,4,2,1]",0.01018,0.01031,0.00698,0.00025,0.03717,1
"weight[6,4,2,1]",0.00948,0.00898,0.00681,0.00025,0.03322,1
"weight[7,4,2,1]",0.00954,0.0092,0.0068,0.00022,0.03418,1
"weight[8,4,2,1]",0.00937,0.00808,0.0072,0.00029,0.02911,1
"weight[9,4,2,1]",0.00997,0.00961,0.00712,0.00026,0.03546,1
"weight[10,4,2,1]",0.01031,0.00997,0.00737,0.00028,0.03719,1
"weight[11,4,2,1]",0.00946,0.00816,0.00726,3e-04,0.0304,1
"weight[12,4,2,1]",0.00999,0.00864,0.00772,0.00029,0.03233,1
"weight[1,5,2,1]",0.00992,0.00982,0.00687,0.00028,0.0361,1
