"","mean","sd","median","lower2.5","upper97.5","diff"
"weight[2,5,2,1]",0.00989,0.01008,0.00678,0.00028,0.03654,1
"weight[3,5,2,1]",0.00987,0.00986,0.00681,0.00023,0.0368,1
"weight[4,5,2,1]",0.01025,0.01025,0.00708,0.00025,0.0381,1
"weight[5,5,2,1]",0.00925,0.00864,0.00675,0.00024,0.03178,1
"weight[6,5,2,1]",0.00948,0.00898,0.00681,0.00025,0.03322,1
"weight[7,5,2,1]",0.00904,0.00856,0.00647,0.00026,0.03169,1
"weight[8,5,2,1]",0.00933,0.00797,0.00722,0.00027,0.02926,1
"weight[9,5,2,1]",0.00997,0.00961,0.00712,0.00026,0.03546,1
"weight[10,5,2,1]",0.01031,0.00997,0.00737,0.00028,0.03719,1
"weight[11,5,2,1]",0.00907,0.00794,0.00693,0.00028,0.02954,1
"weight[12,5,2,1]",0.00999,0.00864,0.00772,0.00029,0.03233,1
"weight[1,1,1,2]",0.01385,0.01289,0.00997,0.00039,0.04794,1
"weight[2,1,1,2]",0.0612,0.0333,0.05882,0.00604,0.13221,1
"weight[3,1,1,2]",0.01936,0.01806,0.01402,0.00051,0.06724,1
"weight[4,1,1,2]",0.01939,0.01638,0.01522,0.00047,0.05894,1
"weight[5,1,1,2]",0.0195,0.01375,0.01719,0.00099,0.05225,1
"weight[6,1,1,2]",0.00626,0.00572,0.00462,0.00017,0.02098,1
"weight[7,1,1,2]",0.02525,0.01158,0.02713,0.00267,0.04438,1
"weight[8,1,1,2]",0.014,0.00851,0.01318,0.00078,0.03204,1
"weight[9,1,1,2]",0.04009,0.01344,0.03912,0.01555,0.06844,1
"weight[10,1,1,2]",0,0,0,0,0,0.5
"weight[11,1,1,2]",0,0,0,0,0,0.5
"weight[12,1,1,2]",0,0,0,0,0,0.5
"weight[1,2,1,2]",0.01362,0.01319,0.00956,0.00035,0.04987,1
"weight[2,2,1,2]",0.05414,0.03295,0.05149,0.00366,0.12479,1
"weight[3,2,1,2]",0.01511,0.0144,0.01058,4e-04,0.05382,1
"weight[4,2,1,2]",0.0161,0.0133,0.01273,0.00054,0.04935,1
"weight[5,2,1,2]",0.02483,0.01831,0.02095,0.00119,0.06795,1
"weight[6,2,1,2]",0.01633,0.01176,0.01415,0.00075,0.04434,1
"weight[7,2,1,2]",0.02525,0.01158,0.02713,0.00267,0.04438,1
"weight[8,2,1,2]",0.00337,0.00319,0.00244,1e-04,0.0118,1
"weight[9,2,1,2]",0.04009,0.01344,0.03912,0.01555,0.06844,1
"weight[10,2,1,2]",0.00642,0.00615,0.00462,0.00017,0.02289,1
"weight[11,2,1,2]",0.00691,0.00634,0.0051,0.00021,0.02378,1
"weight[12,2,1,2]",0.03337,0.02118,0.03092,0.00193,0.08068,1
"weight[1,3,1,2]",0.00797,0.00779,0.00561,0.00022,0.02854,1
"weight[2,3,1,2]",0.01511,0.01327,0.01164,0.00042,0.04932,1
"weight[3,3,1,2]",0.00934,0.00874,0.00676,0.00028,0.03224,1
"weight[4,3,1,2]",0.01487,0.01325,0.01114,0.00045,0.04945,1
"weight[5,3,1,2]",0.00448,0.00425,0.00322,0.00012,0.01587,1
"weight[6,3,1,2]",0.00816,0.00588,0.00708,0.00037,0.02217,1
"weight[7,3,1,2]",0.00574,0.00505,0.00432,0.00015,0.01863,1
"weight[8,3,1,2]",0.00168,0.0016,0.00122,5e-05,0.0059,1
"weight[9,3,1,2]",0.04698,0.01955,0.04405,0.01505,0.08822,1
"weight[10,3,1,2]",0.00321,0.00307,0.00231,9e-05,0.01145,1
"weight[11,3,1,2]",0.00346,0.00317,0.00255,1e-04,0.01189,1
"weight[12,3,1,2]",0.04218,0.01783,0.04173,0.0081,0.07804,1
"weight[1,4,1,2]",0.01528,0.01409,0.01107,0.00039,0.05256,1
"weight[2,4,1,2]",0.00754,0.00752,0.00536,0.00021,0.02765,1
"weight[3,4,1,2]",0.00975,0.00925,0.007,0.00025,0.03406,1
"weight[4,4,1,2]",0.01145,0.00984,0.00886,0.00036,0.03601,1
"weight[5,4,1,2]",0.01275,0.01193,0.00893,0.00035,0.04372,1
"weight[6,4,1,2]",0.03421,0.01304,0.03414,0.00975,0.05968,1
"weight[7,4,1,2]",0.00383,0.00337,0.00288,1e-04,0.01242,1
"weight[8,4,1,2]",0.00112,0.00106,0.00081,3e-05,0.00393,1
"weight[9,4,1,2]",0.03132,0.01303,0.02937,0.01003,0.05881,1
"weight[10,4,1,2]",0.00718,0.00644,0.00544,0.00024,0.02351,1
"weight[11,4,1,2]",0.0023,0.00211,0.0017,7e-05,0.00793,1
"weight[12,4,1,2]",0.02812,0.01189,0.02782,0.0054,0.05203,1
"weight[1,5,1,2]",0.00996,0.00954,0.00718,0.00026,0.03562,1
"weight[2,5,1,2]",0.01537,0.01474,0.01101,0.00038,0.05478,1
"weight[3,5,1,2]",0.00575,0.00568,0.00398,0.00014,0.02114,1
"weight[4,5,1,2]",0.03438,0.02254,0.03306,0.00121,0.08081,1
"weight[5,5,1,2]",0.00209,0.00191,0.00154,6e-05,0.00699,1
"weight[6,5,1,2]",0.03421,0.01304,0.03414,0.00975,0.05968,1
"weight[7,5,1,2]",0.00467,0.00284,0.00439,0.00026,0.01068,1
"weight[8,5,1,2]",0.01336,0.00448,0.01304,0.00518,0.02281,1
"weight[9,5,1,2]",0.03132,0.01303,0.02937,0.01003,0.05881,1
"weight[10,5,1,2]",0.00718,0.00644,0.00544,0.00024,0.02351,1
"weight[11,5,1,2]",0.01112,0.00706,0.01031,0.00064,0.02689,1
"weight[12,5,1,2]",0.02812,0.01189,0.02782,0.0054,0.05203,1
"weight[1,1,2,2]",0.01355,0.0133,0.0088,0.00029,0.04829,1
"weight[2,1,2,2]",0.0238,0.03084,0.00579,0.00014,0.09606,1
"weight[3,1,2,2]",0.02002,0.02595,0.00568,0.00016,0.0845,1
"weight[4,1,2,2]",0.0152,0.01429,0.01105,0.00042,0.05362,1
"weight[5,1,2,2]",0.10292,0.07915,0.11898,0.00059,0.24043,1
"weight[6,1,2,2]",0.0527,0.07131,0.00768,0.00019,0.20608,1
"weight[7,1,2,2]",0.01572,0.01857,0.00874,0.00025,0.06833,1
"weight[8,1,2,2]",0.01174,0.01135,0.00853,0.00034,0.04217,1
"weight[9,1,2,2]",0.01405,0.01398,0.00966,0.00037,0.05175,1
"weight[10,1,2,2]",0,0,0,0,0,0.5
"weight[11,1,2,2]",0,0,0,0,0,0.5
"weight[12,1,2,2]",0,0,0,0,0,0.5
"weight[1,2,2,2]",0.01172,0.01038,0.00881,0.00031,0.0388,1
"weight[2,2,2,2]",0.01555,0.01871,0.0069,0.00022,0.06618,1
"weight[3,2,2,2]",0.01692,0.01734,0.01102,0.00035,0.0635,1
"weight[4,2,2,2]",0.02339,0.01919,0.01882,0.00078,0.07172,1
"weight[5,2,2,2]",0.01688,0.01684,0.01178,0.00046,0.06057,1
"weight[6,2,2,2]",0.02066,0.02209,0.0125,4e-04,0.08295,1
"weight[7,2,2,2]",0.01572,0.01857,0.00874,0.00025,0.06833,1
"weight[8,2,2,2]",0.02312,0.02355,0.01447,0.00051,0.08627,1
"weight[9,2,2,2]",0.01405,0.01398,0.00966,0.00037,0.05175,1
"weight[10,2,2,2]",0.01275,0.01285,0.0088,3e-04,0.04803,1
"weight[11,2,2,2]",0.02521,0.03254,0.00575,0.00015,0.09892,1
"weight[12,2,2,2]",0.01401,0.01386,0.00931,0.00028,0.04979,1
"weight[1,3,2,2]",0.03015,0.03808,0.00577,0.00015,0.10437,1
"weight[2,3,2,2]",0.012,0.01017,0.00927,0.00037,0.03798,1
"weight[3,3,2,2]",0.02194,0.02183,0.01454,0.00035,0.07859,1
"weight[4,3,2,2]",0.01063,0.00997,0.00775,0.00031,0.03726,1
"weight[5,3,2,2]",0.01153,0.01091,0.00835,0.00034,0.04111,1
"weight[6,3,2,2]",0.01033,0.01104,0.00625,2e-04,0.04147,1
"weight[7,3,2,2]",0.0857,0.06877,0.09355,0.00028,0.20826,1
"weight[8,3,2,2]",0.01156,0.01178,0.00724,0.00026,0.04313,1
"weight[9,3,2,2]",0.01786,0.02791,0.00492,0.00015,0.10481,1
"weight[10,3,2,2]",0.00637,0.00642,0.0044,0.00015,0.02401,1
"weight[11,3,2,2]",0.01261,0.01627,0.00288,8e-05,0.04946,1
"weight[12,3,2,2]",0.00482,0.00496,0.00317,0.00011,0.01939,1
"weight[1,4,2,2]",0.0317,0.02921,0.02404,0.00038,0.09769,1
"weight[2,4,2,2]",0.01604,0.01809,0.00851,0.00022,0.06551,1
"weight[3,4,2,2]",0.00671,0.00704,0.00448,0.00018,0.02545,1
"weight[4,4,2,2]",0.0081,0.00964,0.005,0.00017,0.03591,1
"weight[5,4,2,2]",0.00785,0.01019,0.00429,0.00014,0.03922,1
"weight[6,4,2,2]",0.00879,0.00898,0.00585,0.00019,0.034,1
"weight[7,4,2,2]",0.05713,0.04584,0.06237,0.00019,0.13884,1
"weight[8,4,2,2]",0.00771,0.00785,0.00482,0.00017,0.02876,1
"weight[9,4,2,2]",0.0119,0.01861,0.00328,1e-04,0.06987,1
"weight[10,4,2,2]",0.00807,0.00775,0.00566,0.00022,0.02878,1
"weight[11,4,2,2]",0.0084,0.01085,0.00192,5e-05,0.03297,1
"weight[12,4,2,2]",0.00322,0.00331,0.00211,7e-05,0.01292,1
"weight[1,5,2,2]",0.01484,0.01569,0.00873,0.00028,0.05704,1
"weight[2,5,2,2]",0.00724,0.00743,0.00488,2e-04,0.02797,1
"weight[3,5,2,2]",0.01432,0.01795,0.00739,0.00021,0.06731,1
"weight[4,5,2,2]",0.00999,0.01009,0.00677,0.00024,0.03716,1
"weight[5,5,2,2]",0.01757,0.02377,0.00256,6e-05,0.06869,1
"weight[6,5,2,2]",0.00879,0.00898,0.00585,0.00019,0.034,1
"weight[7,5,2,2]",0.00391,0.00378,0.00284,0.00011,0.01406,1
"weight[8,5,2,2]",0.00468,0.00466,0.00322,0.00012,0.01725,1
"weight[9,5,2,2]",0.0119,0.01861,0.00328,1e-04,0.06987,1
"weight[10,5,2,2]",0.00807,0.00775,0.00566,0.00022,0.02878,1
"weight[11,5,2,2]",0.00467,0.00462,0.0031,9e-05,0.0166,1
"weight[12,5,2,2]",0.00322,0.00331,0.00211,7e-05,0.01292,1
"weightOrdered[1,1,1]",0,0,0,0,0,0.5
"weightOrdered[2,1,1]",0,0,0,0,0,0.5
"weightOrdered[3,1,1]",0,0,0,0,0,0.5
"weightOrdered[4,1,1]",0.02654,0.02275,0.02073,0.00075,0.08373,1
"weightOrdered[5,1,1]",0.03026,0.02503,0.02417,0.00099,0.09292,1
"weightOrdered[6,1,1]",0.02414,0.02019,0.01934,0.00086,0.07464,1
"weightOrdered[7,1,1]",0.02799,0.02551,0.02079,0.00079,0.09405,1
"weightOrdered[8,1,1]",0.02828,0.0264,0.02062,0.00081,0.09939,1
"weightOrdered[9,1,1]",0.0275,0.02643,0.01952,0.00069,0.09809,1
"weightOrdered[10,1,1]",0.02925,0.02784,0.02104,0.00074,0.10183,1
"weightOrdered[11,1,1]",0.02897,0.0275,0.02064,0.00078,0.10197,1
"weightOrdered[12,1,1]",0.0301,0.02817,0.02172,0.00087,0.10446,1
"weightOrdered[13,1,1]",0.02902,0.02727,0.02084,0.00085,0.10278,1
"weightOrdered[14,1,1]",0.02977,0.0274,0.02198,0.00086,0.10158,1
"weightOrdered[15,1,1]",0.0293,0.02743,0.02147,0.00079,0.10202,1
"weightOrdered[16,1,1]",0.02654,0.02275,0.02073,0.00075,0.08373,1
"weightOrdered[17,1,1]",0.02722,0.02221,0.02179,0.00098,0.08121,1
"weightOrdered[18,1,1]",0.02414,0.02019,0.01934,0.00086,0.07464,1
"weightOrdered[19,1,1]",0.02634,0.0236,0.01971,0.00076,0.08787,1
"weightOrdered[20,1,1]",0.02776,0.02621,0.02016,0.00075,0.09813,1
"weightOrdered[21,1,1]",0.02917,0.02709,0.02131,0.00081,0.10068,1
"weightOrdered[22,1,1]",0.02915,0.02776,0.02077,0.00078,0.10238,1
"weightOrdered[23,1,1]",0.03028,0.0286,0.02204,8e-04,0.10582,1
"weightOrdered[24,1,1]",0.03,0.02869,0.0213,0.00072,0.1071,1
"weightOrdered[25,1,1]",0.01505,0.01389,0.01111,0.00039,0.05153,1
"weightOrdered[26,1,1]",0.01488,0.0137,0.01099,0.00043,0.05079,1
"weightOrdered[27,1,1]",0.01465,0.01371,0.01074,4e-04,0.05101,1
"weightOrdered[28,1,1]",0.01355,0.01296,0.00964,0.00037,0.04782,1
"weightOrdered[29,1,1]",0.01361,0.0111,0.01089,0.00049,0.0406,1
"weightOrdered[30,1,1]",0.01439,0.01346,0.01049,4e-04,0.0495,1
"weightOrdered[31,1,1]",0.01317,0.0118,0.00986,0.00038,0.04393,1
"weightOrdered[32,1,1]",0.01491,0.01479,0.01041,4e-04,0.05455,1
"weightOrdered[33,1,1]",0.01461,0.01447,0.01016,0.00037,0.05259,1
"weightOrdered[34,1,1]",0.01531,0.015,0.01076,0.00038,0.05484,1
"weightOrdered[35,1,1]",0.01449,0.0143,0.01012,0.00038,0.05232,1
"weightOrdered[36,1,1]",0.01569,0.01579,0.0108,0.00038,0.05823,1
"weightOrdered[37,1,1]",0.01003,0.00926,0.0074,0.00026,0.03435,1
"weightOrdered[38,1,1]",0.00992,0.00913,0.00733,0.00029,0.03386,1
"weightOrdered[39,1,1]",0.00983,0.0096,0.00698,0.00028,0.03465,1
"weightOrdered[40,1,1]",0.00903,0.00864,0.00643,0.00024,0.03188,1
"weightOrdered[41,1,1]",0.00907,0.0074,0.00726,0.00033,0.02707,1
"weightOrdered[42,1,1]",0.00959,0.00897,0.00699,0.00027,0.033,1
"weightOrdered[43,1,1]",0.00985,0.00942,0.00706,0.00027,0.03485,1
"weightOrdered[44,1,1]",0.00983,0.00993,0.00674,0.00023,0.03658,1
"weightOrdered[45,1,1]",0.00963,0.00977,0.00661,0.00024,0.03597,1
"weightOrdered[46,1,1]",0.01014,0.00987,0.00714,0.00029,0.03652,1
"weightOrdered[47,1,1]",0.01029,0.01028,0.00727,0.00026,0.03735,1
"weightOrdered[48,1,1]",0.00997,0.0102,0.00677,0.00024,0.03711,1
"weightOrdered[49,1,1]",0.01003,0.00926,0.0074,0.00026,0.03435,1
"weightOrdered[50,1,1]",0.00967,0.00909,0.00695,0.00028,0.03426,1
"weightOrdered[51,1,1]",0.00983,0.0096,0.00698,0.00028,0.03465,1
"weightOrdered[52,1,1]",0.00903,0.00864,0.00643,0.00024,0.03188,1
"weightOrdered[53,1,1]",0.00885,0.00758,0.00691,0.00025,0.02791,1
"weightOrdered[54,1,1]",0.01009,0.00834,0.00806,0.00033,0.03097,1
"weightOrdered[55,1,1]",0.00985,0.00942,0.00706,0.00027,0.03485,1
"weightOrdered[56,1,1]",0.00933,0.0085,0.00693,0.00026,0.03135,1
"weightOrdered[57,1,1]",0.01023,0.01009,0.00714,0.00028,0.03765,1
"weightOrdered[58,1,1]",0.00971,0.00977,0.00674,0.00025,0.03597,1
"weightOrdered[59,1,1]",0.01019,0.01037,0.00698,0.00027,0.03752,1
"weightOrdered[60,1,1]",0.00996,0.01003,0.00688,0.00024,0.03735,1
"weightOrdered[1,2,1]",0,0,0,0,0,0.5
"weightOrdered[2,2,1]",0,0,0,0,0,0.5
"weightOrdered[3,2,1]",0,0,0,0,0,0.5
"weightOrdered[4,2,1]",0.028,0.02391,0.02167,8e-04,0.08777,1
"weightOrdered[5,2,1]",0.02712,0.02567,0.01942,0.00079,0.09506,1
"weightOrdered[6,2,1]",0.02389,0.02011,0.01887,0.00081,0.07399,1
"weightOrdered[7,2,1]",0.02776,0.02593,0.02025,0.00071,0.09534,1
"weightOrdered[8,2,1]",0.03032,0.02897,0.02155,0.00078,0.10637,1
"weightOrdered[9,2,1]",0.02931,0.02805,0.02095,0.00071,0.10399,1
"weightOrdered[10,2,1]",0.02757,0.02558,0.02042,0.00073,0.09356,1
"weightOrdered[11,2,1]",0.02841,0.02508,0.02152,0.00077,0.09442,1
"weightOrdered[12,2,1]",0.02831,0.02508,0.02141,0.00088,0.09338,1
"weightOrdered[13,2,1]",0.02721,0.02381,0.02079,0.00085,0.08861,1
"weightOrdered[14,2,1]",0.02839,0.02448,0.02178,0.00089,0.0912,1
"weightOrdered[15,2,1]",0.02924,0.02769,0.02095,0.00076,0.10426,1
"weightOrdered[16,2,1]",0.028,0.02391,0.02167,8e-04,0.08777,1
"weightOrdered[17,2,1]",0.02812,0.02423,0.02161,0.00086,0.08732,1
"weightOrdered[18,2,1]",0.02389,0.02011,0.01887,0.00081,0.07399,1
"weightOrdered[19,2,1]",0.02911,0.02648,0.0215,0.00086,0.09844,1
"weightOrdered[20,2,1]",0.02971,0.02781,0.02134,0.00081,0.10348,1
"weightOrdered[21,2,1]",0.03005,0.02802,0.02157,0.00081,0.10472,1
"weightOrdered[22,2,1]",0.02734,0.02495,0.02022,0.00078,0.09321,1
"weightOrdered[23,2,1]",0.02731,0.0248,0.02004,0.00083,0.09065,1
"weightOrdered[24,2,1]",0.02996,0.02636,0.02252,0.00082,0.09677,1
"weightOrdered[25,2,1]",0.01499,0.01296,0.01158,0.00044,0.04849,1
"weightOrdered[26,2,1]",0.01419,0.01224,0.01089,0.00044,0.0456,1
"weightOrdered[27,2,1]",0.01462,0.01384,0.01048,0.00038,0.05213,1
"weightOrdered[28,2,1]",0.01496,0.01441,0.01068,0.00038,0.05318,1
"weightOrdered[29,2,1]",0.01406,0.01211,0.0108,0.00043,0.04366,1
"weightOrdered[30,2,1]",0.0143,0.0138,0.0102,0.00033,0.05128,1
"weightOrdered[31,2,1]",0.01455,0.01324,0.01075,0.00043,0.04922,1
"weightOrdered[32,2,1]",0.01486,0.01473,0.01027,0.00038,0.05402,1
"weightOrdered[33,2,1]",0.01514,0.01498,0.01062,4e-04,0.05457,1
"weightOrdered[34,2,1]",0.01432,0.01435,0.0098,0.00035,0.05319,1
"weightOrdered[35,2,1]",0.01504,0.01456,0.01063,0.00043,0.05373,1
"weightOrdered[36,2,1]",0.01501,0.01429,0.01059,0.00044,0.05326,1
"weightOrdered[37,2,1]",0.00999,0.00864,0.00772,0.00029,0.03233,1
"weightOrdered[38,2,1]",0.00946,0.00816,0.00726,3e-04,0.0304,1
"weightOrdered[39,2,1]",0.01031,0.00997,0.00737,0.00028,0.03719,1
"weightOrdered[40,2,1]",0.00997,0.00961,0.00712,0.00026,0.03546,1
"weightOrdered[41,2,1]",0.00937,0.00808,0.0072,0.00029,0.02911,1
"weightOrdered[42,2,1]",0.00954,0.0092,0.0068,0.00022,0.03418,1
"weightOrdered[43,2,1]",0.00948,0.00898,0.00681,0.00025,0.03322,1
"weightOrdered[44,2,1]",0.01018,0.01031,0.00698,0.00025,0.03717,1
"weightOrdered[45,2,1]",0.01035,0.01052,0.00709,0.00026,0.03906,1
"weightOrdered[46,2,1]",0.0096,0.00956,0.00672,0.00024,0.03434,1
"weightOrdered[47,2,1]",0.00999,0.01014,0.00671,0.00025,0.03684,1
"weightOrdered[48,2,1]",0.0103,0.01006,0.00718,0.00025,0.037,1
"weightOrdered[49,2,1]",0.00999,0.00864,0.00772,0.00029,0.03233,1
"weightOrdered[50,2,1]",0.00907,0.00794,0.00693,0.00028,0.02954,1
"weightOrdered[51,2,1]",0.01031,0.00997,0.00737,0.00028,0.03719,1
"weightOrdered[52,2,1]",0.00997,0.00961,0.00712,0.00026,0.03546,1
"weightOrdered[53,2,1]",0.00933,0.00797,0.00722,0.00027,0.02926,1
"weightOrdered[54,2,1]",0.00904,0.00856,0.00647,0.00026,0.03169,1
"weightOrdered[55,2,1]",0.00948,0.00898,0.00681,0.00025,0.03322,1
"weightOrdered[56,2,1]",0.00925,0.00864,0.00675,0.00024,0.03178,1
"weightOrdered[57,2,1]",0.01025,0.01025,0.00708,0.00025,0.0381,1
"weightOrdered[58,2,1]",0.00987,0.00986,0.00681,0.00023,0.0368,1
"weightOrdered[59,2,1]",0.00989,0.01008,0.00678,0.00028,0.03654,1
"weightOrdered[60,2,1]",0.00992,0.00982,0.00687,0.00028,0.0361,1
"weightOrdered[1,1,2]",0,0,0,0,0,0.5
"weightOrdered[2,1,2]",0,0,0,0,0,0.5
"weightOrdered[3,1,2]",0,0,0,0,0,0.5
"weightOrdered[4,1,2]",0.04009,0.01344,0.03912,0.01555,0.06844,1
"weightOrdered[5,1,2]",0.014,0.00851,0.01318,0.00078,0.03204,1
"weightOrdered[6,1,2]",0.02525,0.01158,0.02713,0.00267,0.04438,1
"weightOrdered[7,1,2]",0.00626,0.00572,0.00462,0.00017,0.02098,1
"weightOrdered[8,1,2]",0.0195,0.01375,0.01719,0.00099,0.05225,1
"weightOrdered[9,1,2]",0.01939,0.01638,0.01522,0.00047,0.05894,1
"weightOrdered[10,1,2]",0.01936,0.01806,0.01402,0.00051,0.06724,1
"weightOrdered[11,1,2]",0.0612,0.0333,0.05882,0.00604,0.13221,1
"weightOrdered[12,1,2]",0.01385,0.01289,0.00997,0.00039,0.04794,1
"weightOrdered[13,1,2]",0.03337,0.02118,0.03092,0.00193,0.08068,1
"weightOrdered[14,1,2]",0.00691,0.00634,0.0051,0.00021,0.02378,1
"weightOrdered[15,1,2]",0.00642,0.00615,0.00462,0.00017,0.02289,1
"weightOrdered[16,1,2]",0.04009,0.01344,0.03912,0.01555,0.06844,1
"weightOrdered[17,1,2]",0.00337,0.00319,0.00244,1e-04,0.0118,1
"weightOrdered[18,1,2]",0.02525,0.01158,0.02713,0.00267,0.04438,1
"weightOrdered[19,1,2]",0.01633,0.01176,0.01415,0.00075,0.04434,1
"weightOrdered[20,1,2]",0.02483,0.01831,0.02095,0.00119,0.06795,1
